"ID";"lematized text";"Nick";"URL";"Date";"Time";
"94";"улетать алма-ата москва интернет сентябрь скучать атинцев число друг приглашать отписываться личка удовольствие повидаться хороший завтракать обед алма-ата интернет читать время повидаться возвращаться сентябрь встреча ";"eriklobakh";"http://eriklobakh.livejournal.com/1542504.html";"22.08.2013";"3:26:00";
"95";"старое кран пропускать подросток рассказ ласточкин гневно напоминать история замер скал продолжать старое кран сравнивать набережная ялта ласточкин гневно графский приступать увидеть знакомая место увидеть знакомая место немного старое фото москва фотография скачивать архив санкт-петербург начало век скачивать архив старое находиться инфоглаз рф ссылка копия infoglaz ";"slavikap";"http://slavikap.livejournal.com/3638408.html";"25.08.2013";"19:01:00";
"96";"легкий отмываться испачкаться вранье особенно становишся публичный лозунг отрицать вранье дегтярев вносить предложение заявлять дегтярев пресс-конференция москва пятница подтверждаться информация наличие компания черногория навальный причина снятие предупреждение обязательно платон жирный буква написать скрывать кандидат мэр лдпр заявлять шанс втора шанс выход втора терять кандидат действовать градоначальник князь черногорский заявлять дегтярев скандал черногория достучаться фанатка тяжкий воспринимать факт факт принимать вывод доренко программа высказываться доренко оперировать факт конец задавать вопрос задумываться вспоминать событие место связанный навальный слагать вызывать сомнение совпадение ";"busia777";"http://ggbest.livejournal.com/200101.html";"23.08.2013";"16:08:00";
"97";"бля сниться школа заканчивать ровно сниться сниться сниться сниться время бродить коридор школа бродить сон яркий мысль попадать сюда просыпаться огорчение сон поезд москва казань паб день яркий наяву просыпаться подумать блять незавершенный гештальт сигнал подарить школа поехать уверенный открывать каникулы уверенный пускать посторонний школа открывать место вахтерша сидеть девочка старшеклассница особо надежда выпаливать заканчивать школа сто жить тысяча километр сниться школа побродить небольшой ахуе нууууу побродить кабинет закрывать пойти коридор передумывать честно нога трястись ида сон бояться просыпаться школа изменяться слав красть стая ступенька помнить выщербинку старое двери замер клюв кран выходной садиться ступенька вход переваривать рука дрожжин школа обходить асфальт время лопатка белая школа общий закрывать гештальт остальное фото посмотреть инстаграм instagram finnniken ";"finniken";"http://finniken.livejournal.com/329939.html";"21.08.2013";"10:07:00";
"98";"дизайн стукач сын находиться тайник тайвань команда специализироваться создание удобный стильный интернет познакомить работа стукач сын название великолепный кошмар дом отличительный особенность желание владимир дом красивый комфортный любимая кошка источник heycheese ";"moonfirefox";"http://mamuly28.livejournal.com/246043.html";"24.08.2013";"23:46:00";
"99";"соревнование обман государственный россия национальный спорт обман государство пойти урывать кусочек халява обманывать система избегать наказание совершенно стесняться глахах челка обманывать система герой увеличение разный штраф соревнование обман государство отчетливо выделяться дисциплина скрытие номерной машин камера гибдд номер скрывать свободно нарушать правило нести ответственность участвовать сандуны приезжать миллион рубль приводить олигарх бандит попариться хотеться платить рубль парковый стыдливо прятать номерок тряпочка заходить поисковик вбивать скрывать номер машин сотня ссылка различный открывать предлагать поддельный номер рамка перевертывать номер наклейка цифра подкуп номер почесть присылать листовка открывать раскладывать улица оборот телефон адрес москва купить набег наклейка обман далекий спокойно нарушать правило бояться штраф совершенно открывать адрес телефон прятаться угол чиновник гибдд разводить рука проблема закон нынешний законодательство наказывать скрытие номерной пользоваться мудях госдуме закон выплевывать гопник шелаха семья закон митинг закон блокировка интернет расписываться ограждать дитя пропаганда суицид наркотик гомосексуализм речь заходить актуальный закон требоваться сожаление способ автомобильный номер охреневный мудях убивать скрываться полиция искать номер мудях поддельный скрывать фиксированный камера принимать закон проводить речь запрещать соревнование продолжаться спорт олимпийский ";"yurayakunin";"http://yurayakunin.livejournal.com/1263986.html";"21.08.2013";"14:20:00";
"100";"днепр удачно поздравлять профессиональный праздник шахтер рамка украинский премьер-лига днепропетровский днепр деклассировал действовать чемпион донецкii шахтер podrobnosti днепр днепропетровск шахтер донжон победа днепр харьковский металлист смещать донецкii клюв позиция чемпионат обещать жаркий брань сичеславцы достаточно болельщик удовольствие ринат ахметов донецкii партия подпортить нервишки канал открытие политическая сезон ";"oleg_leusenko";"http://oleg-leusenko.livejournal.com/964221.html";"25.08.2013";"22:52:00";
"101";"купальник девочка собирать просмотр комментарий хвастаться фотография машин машин стиральный швейный выбирать удачный кадр интересный машин ездить старое туссане время менять временить выкладывать фотка авто коментом уровень собирать число решать принимать авто средства транспорт голосовалку приз придумывать постараться хороший ";"logik_logik";"http://ilyavaliev.livejournal.com/6281500.html";"20.08.2013";"12:39:00";
"102";"поминать общий многоклеточный организм полотно размножение кремировать шведский фотограф лапа тунбьёрк пристань скрупулезность неизменный чувство юмор фиксировать проявление бешенно потребительства мертвить последствие офисный жизнь театральный мишень американский полиция обнажать абсурдный пошлость тенденция органично сочетаться маньяк писать журналист джордж сондерса посвящать популярность кремация сша журнал отправлять тунбьёрка командование американский глубокий деталь отображать регулярно разный крематорий страна протяжение век погребение наиболее распространяться образ расставлять умерший соединенный штаб американка помышлять альтернатива бабушка дедушка хорошеть правда прапрадед лежать семейный склад ряд ближний родственник естественный правильный завершение жизненный цикл жить совершенно общество нежный котор жить десятилетие ближний будущее прогноз число американка предполагать кремация традиционный захоронение популярность кремация связанный великий депрессия стоимость сжигание составлять четверть стоимость традиционный погребение цена сторона современный общество мобильно покупатель семейный участие образование создавать устраиваться работа удаляться место рождение наступать срок упокоение перевести урок приз значительно простой решение транспортировка тяжелый громоздкий граф исторически складываться американка подавлять христианский нация христианский ряд причина предполагать захоронение сегодняшний общество светофор идентифицировать атеист агностик считать религиозный связанный конфессия снижение религия традиционну диктовать способ захоронение приводить расти число американка рассматривать вариант распоряжение остатки усопшая кремация привлекать озабочивать вопрос экология традиционный захоронение включать размещение наполнять вещество бальзамирование участие земля необходимо поддерживать течение неограниченный срок предтеча огнь наносить маленький окружать время популярность приобретать метро называть экологически чистый кремация зеленый кремация использовать смесь гидроксид калач уверенно смесь сжигание пламень огнь доступный штаб популярность кремация вероятность далекий расти мобильный светофор экологически сознательный общество отдаленный будущее предтеча земля курьезный исключение фон разумный дорогостоящий экологически безопасный метро широкий распространяться доступный мертвый готовый кремация помечать экологически чистый резоматор камера нержавеющий принадлежать бюро похоронить кремационный услуга брэдшоу использовать пламень смесь гидроксид калач расщеплять пептид мышь солить сахароза джус брэдшоу готовить кремация бюро похоронить кремационный услуга брэдшоу джейсон брэдшоу сотрудник бюро кэмерон помечать резоматор джейсон брэдшоу позировать контейнер химический вещество использовать зеленый кремация демонстрировать мешок человечество остатки подверженный процесс род куинн операция крематорий формат лонской мемориал помечать кремационный пена сжигаться пер крематорий лейквудском кладбище кремировать пламень огнь зона крупный фрагмент косая попадать специальный лотфи фрагмент измельчаться агрегат смонтированный лотфи приз передавать член семья усопшая род куинн операция крематорий формат лонской мемориал переселять приз специальный мешок измельчение остатки урок приз женщина скончаться возраст покоиться сидение автомобиль путч крематорий кладбище пасаны джоан маркин лютеранский церковь христос читать молитва время захоронение приз женщина ряд остатки муж кладбище окленд кэти стенсон бухгалтер лейквудского кладбище различный урок выставлять продукт крематорий брэдшоу крематорий брэдшоу предоставлять часовня проведение поминальный случай примерно треть пепел распыляться треть закапываться земля треть храниться урок лейквудском кладбище предлагать семья ник постоянная хранение урок источник /*{здесь парадокс визит ({w {try {w yv metrika {id enableall parent catch yandex metrika callbacks ";"steissd";"http://steissd.livejournal.com/3400198.html";"20.08.2013";"21:33:00";
"103";"храм танцевать митинг выхаживать плохо претензия увидеть самооборона ";"krambambyly";"http://zortonr.livejournal.com/215197.html";"24.08.2013";"20:26:00";
"104";"посмотреть менеджмент фирма дат сдача январь автор реферат глушинская оценка реферат страница понравиться липтон красноголовый егузинская мил штишевский белоярский красногвардейский кевсала афипский вагайский ильинское агидель дюртюлинский кольчугино вознесенский граховский калининград красное луи кичменгский городец звенигород ворошиловский верховский бабстово валуйский ивантеевский зубутли миатли канашский алесио высохший береговой краснобродский кшенский искитимский исетский коломенский алтайский волошка аркаиму кулебаки киш ермаковский курри алексеевский боковский вагайский жирятинский колобово кировский койгородский крыловская дуван акуша кашары бирюлево запасной грайворонский каратузский кавказский китовый арсеньево каракулинский войсковицы буинск бирюлево восточный затеречный катангский дёмино карачевский куклин александровская изъяю заволжский джигинка давыдович братский зимовниковский аксарайский иковка ";"tigr74f";"http://tigr74f.livejournal.com/17155658.html";"27.01.2013";"5:50:00";
"105";"лирический отступление нелирический плюс считать земной оса паслюшай гиря балдит паласатый муха нэп гиря балдит паласаатый муха шмон вэртица зэмля пузатый нога потихоньку спиваться наступать отдельно мил маркин нож кран собирать грязный перевертывать увлекательный сплетня удовольствие пристукивать помнить сандалии добро посторонний редкий случай правда доход партия неделя место сталкиваться притягивать анализировать находить брань кутить обязательство тип бескорыстно стараться помогать расслабленная хороший трудный минута успокаиваться серость мил сменяться радужность розан очаг крутышка срываться начхать неделя место гнать гнать мыслить добрый намеренно завуалированный имелово полярно хороший новость родственник хорватия приезжать довольный отблагодарить выталкивать толкать сидр сливочный правильный питание ";"nota_x";"http://nota-x.livejournal.com/447681.html";"23.08.2013";"22:09:00";
"106";"шойгу заниматься хернейминистр оборона сервер шойгу поручать академический ансамбль песок пляска российский армия имя александрия записывать гиря россия канонический молодежный патриотический воспитание запись молодежный приглашать эстрадный исполняться лен лещенко расторгуев интересно молодежь слушать лешенко расторгуев ";"excalibur2";"http://excalibur2.livejournal.com/1585939.html";"20.08.2013";"13:02:00";
"107";"00000 ";"saintly_scum";"http://saintly-scum.livejournal.com/735327.html";"22.08.2013";"8:00:00";
"108";"отвечать вопрос проза рф совпадать вопрос решать выкладывать проза рф интересный комментарий михаил счастливый временить отвечать вопрос готовый отвечать спрашивать прочитывать расхохотаться решать наиболее задавать вопрос отвечать проза рф популярный показываться кокетство считать бездарный бездарный достаточно популярный бездарный хотеться делиться мысль чувство читаемый зритель путешествовать возможность считать сторона несправедливо рассказывать впечататься спрашивать проживать заново отвечать удовольствие право советовать жить замаскированный проза благодарить писать читаемый плохо жизнь шарашишься нога жизнь сплошной жестокий причина важный существовать степень эгоизм высокий низкий низкий высокий соглашаться подарок радоваться нежный подарок эгоистичный современный мил радость нравиться дорогой тротил считать писать публиковаться разный соцсетей чувство высокий эгоизм ирония иногда отпускник трудно жить ирония событие особенно событие пугать интернет телевидение власть заниматься ведущий комментарий новостройка программа ирония злить беслан хватать чувство юмор ирония обещать развивать умелец надежда ирония уметь концерт подходить утро зеркало важный скорость родить хрюкнуть глядеть спеть сбивать иногда кабинет посмотреть книга стоить русский английский американский классик прочитывать великий фамилия мелочь сравнение скромный высокий степень чувство юмор уметь ирония наступать время история россия переставать перевираться потолок правда школа институт преподавать история время наступать власть переводить история еврей догадываться история записывать результат считать умный земля перечитывать ветхий завод еврей считать летопись создаваться ощущение время израиль иудей мил существовать александр македонский косвенный вялый упоминание еврей заразительный граф описывать история остальное считать варить римляна достигать совершенство перевирание история американка история перелопачивать трудно докапываться правда упоминать вашингтон война независимость отряд вырезывать индрик территория сегодняшний сша американский учебный нынче слово джефферсон автор хваленый американский конституция работа наложение алкоголик утро остограммится наложение поиметь любимая конституция писать россия закон переводить история россия отношение история меняться славянск обожать переофор власть пересматривать история великий страна непредсказуемый прошлый взгляд прошлый меняться время советский власть почесть эпоха вседозволенность история глючит следовать расстраиваться считать возможное вырабатывать наиболее правдивый отношение прошлый общественный мнение интересоваться история фильм рюрик потеряться выкладывать youtube декабрь прошлый набирать тысяча просмотр комплимент автор проявлять нешуточный интерес правдивый история правда жизнь радоваться оживлять родовой древо засылать считать великий исправительницей дух человечество арен родионовна научный пушкин по-светски народный пушкин гениальный поэзия научный россия россия оживать политика живой пересчитывать классик великий русский литература порождать послепушкинский эпоха истинный родить русский язык сохранный простаивать народ светофор власть учебный время писать указ свежий кремль спускать жандарм улица заглядывать паспорт отметка сдача экзамен русский язык действие власть отношение снисходительно просветительство россия заниматься писатель режиссер актив чиновник время созревать просветитель народ маленький немаловажный день способствовать интернет маш нецензурщина похабщина юзеры вскоре отваливаться надоедать шняга интернет сыграть важный день просветительство увидеть изобретать письменность мудями ужас письменность погубить человечество письменность пользоваться работодатель торчок вояка мил погрязать порабощение народ почесть тысяча изобретение линейный письменность работать война торговля сказание гомер догадываться записывать ученый письменность служить день божественный родиться наступать конец литература вопрос совет повод исторический публикация совет почитать википедия иронический совет хозяин википедия запасной мышление западнючего википедия подчиняться определяться speed checker пользоваться википедия редкий помогать фамилия находить путч искать сведение сведение достаточный приводить советский энциклопедия поколение называть синий красное написать береза построить славянский народ народ перечислять википедия строгий изымать открывать советский энциклопедия заходить энциклопедия интернет поработать speed checker старое история береза построить вырезывать speed checker кастрирование частить человечество speed checker понимание образ набирать клавиатура текст совет почитать предлагать юноша непрерывно обращать внимание книга арсеньев дерсу узала режиссер куросава высокий каннского фестиваль фильм снимать роман лень фильм читать юношеский дерсу узала жизнь добрый естественный speed checker дерсу узала подчеркивать безграничный слово заглядывать предлагать компьютерный редакция радость выдавать ответ драть узала совет посмотреть википедия великолепный временить интересовать глубокий кастрировать фантазия обкуривать ученый самозванец академия вопрос рассказ святая михаил получаться атеист страница пошутить русский молодая талантливый правозащитный еврей антисемит клеймить совершенно чокнутый помешанный религиозный образ иронизировать лицемерие батюшка народ называть пушкин атеист достоевский салями щедрый английский французский классик бернард шов гюго парижский богоматерь предавать анафема защищать христианский день различный религия батюшка святая отец торчок религия великий граф истинно хороший случай иронизировать позолота смерть выглядеть сидр пытаться повесить бог доверять насмешка временить святая превращать заработки дорогущие ресторан россия готовиться время специальный постить блюдо постить пельмень постить борт постить рыба постить хлев сын масса сметана постить результат считать находиться приходить ресторан бабка обжираться ответ постить еда приходить очищение дух разгрузка сознание уход суета лже христанутые благодарить отзыв определять михаил интересно читать разный сцена отзыв выкладывать производство проза рф чувство высокий эгоизм советовать писать дух правда асекеево писать википедия объяснять асекеево отвечать википедия написать журналист пресс-конференция сначала саратов журналистка спрашивать асекеево удивляться переспрашивать ответ пожирать плеер задавать вопрос горин волга взбелениться настольный простой журналист объяснять слово смог удовлетворять любопытство исключение среднее журналистка почетный собственный ред выдавать импотент новомодный слово впечатлять считать википедия энциклопедия жизнь собственный мнение называть антисемит начало отвечать вопрос лос-анжелес синагога выступать тогдашний юмористический программа отвечать талантливый русский еврей считать антисемит русский друг еврей пытаться находить еврейский составлять насылать доказательство приводить друг измаилiv тщательно пытаться разбираться родословная хороший друг еврей антисемит антисионист спрашивать разница подумать еврей сионист далекий еврей народ народ сионист считать еврей избирать бог народ правило остальное народ старинный книга написать еврей избирать народ смысл записывать история учить письменность народ считать народ второсортный называть горф антисионист антишовенист антирасист антинационалист анди единый партия россыпь сионист дурной голос называть антисемит попадать мирова финансовый корпоративный дикция вещий различный подружка отвечать вопрос антисемит помогать министр молодая еврей выходной сцена время телевидение котор продавец еврей отказываться помогать соответствовать мзда антисемит продавец телеканал стоить выступать лишний деньга оплачивать дитя эмигрант израил операция называть антисемит русский славянск управлять самостоятельно сионист нравиться талантливый еврей друг хазан гари гениальный актив леонид трушкин замечательный режиссер еврей чудесный военный песок слева написать композиция еврей еврей грамотно по-русски русский замечать еврей прекрасный учитель русский язык школа употреблять слово жизнь жид прекрасно слово группа жид произностить запасной славянск слово иудей полный называть еврей перекочевывать украина украина начинаться погода кричать жид слово помечать плюс минск тариф булат слово жид ругательный смысл еврей различный еврей жид еврей жид нехороший выражение еврей делиться еврей жид еврей сионист сионист маленький поверхность предлагать разделять речь еврейский друг низкий покуда особенно старший помогать жизнь подражать развивать мышление уровень дорастать комплексовать антисемит антисемит совет разведение хороший логик память развивать еврей славянск отвечать вопрос деньга счет чулок карман еврей преотличный память вопрос отвечать погода нога плохо спадать еврей век всечеловеческий распущенность дитя слушатель родиться еврей гонимый народ течение тысяча развиваться славянск нелюбимый мил народ развиваться обвинять собственный отставание народ необычайно способный набрасываться антисионистский эссе еврей русский озлобыши злиться злиться злиться чувствовать угождать жизнь временить заниматься зряшный день спорить обозлёнышами считать спорить министр дурак поделиться собственный мнение согласный бог живить уборка проза рф продолжать публиковать книга гордиться похвастаться жизнь обманывать достаточно серьезке еврей двор бандит двор весовой бизнесмен список двор незначительный еврей счет полный антисемит приятно удивлять просмотр ролик русский рукопашный бог сильный крепкий накачивать мышца мышца будущее борт продолжение русский рукопашный бог ";"mzadornov";"http://mzadornov.livejournal.com/122027.html";"24.08.2013";"11:00:00";
"109";"минута придумывать сэкономить триллион министерство финансовый министерство экономический разведка рф насылать способ сэкономить триллион рубль плюс козел отпущение жертва стабильность дитя старое беззащитный слав население страна решать очередной нелегкий задний жить россиянин стабильный финансист озарять гениальный убирать материковый капитал урезать пенсия подумать уважаемый господин приниматься воплощать хитроумный плюс жизнь сотрудник министерство момент приготавливать предложение оптимизатор российский бюджет мнение способствовать сохранение макроэкономический стабильность дробный останавливаться дробный delyagin citation minaev pridumal kot syekonomit trillion ";"tiina";"http://tiina.livejournal.com/3165669.html";"21.08.2013";"17:04:00";
"110";"сознательный возраст школа учитель врать время опаска поймать ложь кричать бологое отхватывать везти искренне надеяться вариация разный хотеться жыр угождать подумать блогера навальный команда машин временить закипать выживать начштаба погда плеваться очковый змий ведено втора блогер навальный успевать уматывать израиль родин погибнуть поговорить волга бизнес домой блогера навальный черногория начштаба бросаться закрывать рыхлый телега амбразура блогерского гном фраза придумывать лень общественный деньга плакать блогера маленький перепосты блогера навальный вспоминать черногория документ насылать навальновско гайдаровская контакт работать лень рыхлый телега проблема затыкать ступать слово тупой написать разгромить злобный нашистов хакер взламывать подкидывать насяльнике блогера навальный довод инструмент защита кончаться услышать провокация платон великолепный правдоподобный написать хакер кинуть клюв клюв утро коммунар резонный замечание кез гусь хранить страница выбор посадка полиция отвечать взламывать перевзломано нашистами пофиг написать деньга отрабатывать хомяк ведено вестись блогер навальный ежели набирать дебин штаб руководить недебила посадить нормальный дебин ждать серый южный киров понравиться добавлять друг добавлять друг ";"shwepsik";"http://kontrev.livejournal.com/25162.html";"21.08.2013";"18:27:00";
"111";"00000 ";"ruffe";"http://ruffe.livejournal.com/1595216.html";"19.08.2013";"17:24:00";
